Country,State,StateCode,City,Suburb,Average of PostCode,PropertyMedianValue,Average of Average of Latitude,Average of Average of Longitude,UpdatedMonth,UpdatedYear
Australia,New South Wales,NSW,Sydney,Dungog,2420,367500,-32.403867,151.757171,6,2017
Australia,New South Wales,NSW,Sydney,Dungowan,2340,333000,-31.214552,151.12012,6,2017
Australia,New South Wales,NSW,Sydney,Dunkeld,2795,407500,-33.406577,149.485667,6,2017
Australia,New South Wales,NSW,Sydney,Dunmore,2529,700000,,,6,2017
Australia,New South Wales,NSW,Sydney,Dunolly,2330,397500,,,6,2017
Australia,New South Wales,NSW,Sydney,Dunoon,2480,389000,-28.681929,153.318543,6,2017
Australia,New South Wales,NSW,Sydney,Duns Creek,2321,465500,,,6,2017
Australia,New South Wales,NSW,Sydney,Dunville Loop,2849,0,-32.90458,150.136232,6,2017
Australia,New South Wales,NSW,Sydney,Dural,2201,1717500,-33.681875,151.028435,12,4034
Australia,New South Wales,NSW,Sydney,Duramana,2795,407500,-33.267558,149.532753,6,2017
Australia,New South Wales,NSW,Sydney,Duranbah,2487,580000,-28.307575,153.518474,6,2017
Australia,New South Wales,NSW,Sydney,Duri,2344,0,-31.219024,150.819076,6,2017
Australia,New South Wales,NSW,Sydney,Duroby,2486,520000,-28.240207,153.474038,6,2017
Australia,New South Wales,NSW,Sydney,Durran Durra,2622,555000,-35.342313,149.868942,6,2017
Australia,New South Wales,NSW,Sydney,Durras North,2536,435000,-35.627699,150.310957,6,2017
Australia,New South Wales,NSW,Sydney,Durren Durren,2259,590000,,,6,2017
Australia,New South Wales,NSW,Sydney,Duval,2350,356250,,,6,2017
Australia,New South Wales,NSW,Sydney,Dyers Crossing,2429,320000,-32.091732,152.300833,6,2017
Australia,New South Wales,NSW,Sydney,Dyraaba,2470,265000,-28.800861,152.862776,6,2017
Australia,New South Wales,NSW,Sydney,Dyrring,2330,397500,,,6,2017
Australia,New South Wales,NSW,Sydney,Eagle Vale,2558,612500,-34.037882,150.814153,6,2017
Australia,New South Wales,NSW,Sydney,Eagleton,2324,397500,,,6,2017
Australia,New South Wales,NSW,Sydney,Earlwood,2206,1300000,-33.92651,151.12648,6,2017
Australia,New South Wales,NSW,Sydney,East Albury,2640,335000,,,6,2017
Australia,New South Wales,NSW,Sydney,East Ballina,2478,577500,-28.864324,153.582396,6,2017
Australia,New South Wales,NSW,Sydney,East Bowral,2576,1135560,-34.501493,150.449304,6,2017
Australia,New South Wales,NSW,Sydney,East Branxton,2335,395000,,,6,2017
Australia,New South Wales,NSW,Sydney,East Coraki,2471,0,-28.998703,153.310661,6,2017
Australia,New South Wales,NSW,Sydney,East Corrimal,2518,770000,,,6,2017
Australia,New South Wales,NSW,Sydney,East Gosford,2250,620000,,,6,2017
Australia,New South Wales,NSW,Sydney,East Gresford,2311,0,-32.428616,151.553227,6,2017
Australia,New South Wales,NSW,Sydney,East Hills,2213,1036500,-33.963359,150.986695,6,2017
Australia,New South Wales,NSW,Sydney,East Jindabyne,2627,340000,-36.401823,148.652518,6,2017
Australia,New South Wales,NSW,Sydney,East Kangaloon,2576,1135560,-34.526695,150.610248,6,2017
Australia,New South Wales,NSW,Sydney,East Kempsey,2440,329000,-31.082158,152.845507,6,2017
Australia,New South Wales,NSW,Sydney,East Killara,2071,2150000,-33.753498,151.170003,6,2017
Australia,New South Wales,NSW,Sydney,East Kurrajong,2758,975000,,,6,2017
Australia,New South Wales,NSW,Sydney,East Lindfield,2070,2070040,-33.766415,151.186095,6,2017
Australia,New South Wales,NSW,Sydney,East Lismore,2480,389000,-28.820433,153.285411,6,2017
Australia,New South Wales,NSW,Sydney,East Lynne,2536,435000,-35.578817,150.258877,6,2017
Australia,New South Wales,NSW,Sydney,East Maitland,2323,414500,,,6,2017
Australia,New South Wales,NSW,Sydney,East Ryde,2113,1355500,-33.813769,151.140289,6,2017
Australia,New South Wales,NSW,Sydney,East Seaham,2324,397500,,,6,2017
Australia,New South Wales,NSW,Sydney,East Tamworth,2340,333000,,,6,2017
Australia,New South Wales,NSW,Sydney,East Wagga Wagga,2650,344500,,,6,2017
Australia,New South Wales,NSW,Sydney,East Wardell,2477,583750,-28.956977,153.466641,6,2017
Australia,New South Wales,NSW,Sydney,Eastern Creek,2766,678000,-33.803114,150.852192,6,2017
Australia,New South Wales,NSW,Sydney,Eastgardens,2036,840000,-33.946043,151.223301,6,2017
Australia,New South Wales,NSW,Sydney,Eastlakes,2018,800000,-33.925133,151.213199,6,2017
Australia,New South Wales,NSW,Sydney,Eastwood,2122,1139500,-33.789986,151.080914,6,2017
Australia,New South Wales,NSW,Sydney,Eatonsville,2460,321000,,,6,2017
Australia,New South Wales,NSW,Sydney,Ebenezer,2756,760100,-33.52466,150.881372,6,2017
Australia,New South Wales,NSW,Sydney,Ebor,2453,382500,-30.398818,152.352083,6,2017
Australia,New South Wales,NSW,Sydney,Eccleston,2311,0,-32.267959,151.490657,6,2017
Australia,New South Wales,NSW,Sydney,Edderton,2333,283250,,,6,2017
Australia,New South Wales,NSW,Sydney,Eden,2551,414500,-37.06319,149.903702,6,2017
Australia,New South Wales,NSW,Sydney,Eden Creek,2474,329000,-28.604129,152.912545,6,2017
Australia,New South Wales,NSW,Sydney,Edensor Park,2176,877000,-33.877057,150.875292,6,2017
Australia,New South Wales,NSW,Sydney,Edenville,2474,329000,-28.687353,152.967129,6,2017
Australia,New South Wales,NSW,Sydney,Edgecliff,2027,0,-33.878586,151.235106,0,0
Australia,New South Wales,NSW,Sydney,Edgeroi,2390,320000,-30.117398,149.799587,6,2017
Australia,New South Wales,NSW,Sydney,Edgeworth,2285,510000,,,6,2017
Australia,New South Wales,NSW,Sydney,Edith,2787,422500,,,6,2017
Australia,New South Wales,NSW,Sydney,Edrom,2551,414500,-37.102459,149.928892,6,2017
Australia,New South Wales,NSW,Sydney,Edwardstown,2722,203500,-35.129526,148.101738,6,2017
Australia,New South Wales,NSW,Sydney,Eenaweena,2824,0,-31.511559,147.533155,6,2017
Australia,New South Wales,NSW,Sydney,Eglinton,2795,407500,-33.374597,149.558662,6,2017
Australia,New South Wales,NSW,Sydney,Eighteen Mile,2460,321000,,,6,2017
Australia,New South Wales,NSW,Sydney,Elands,2429,320000,-31.634609,152.297219,6,2017
Australia,New South Wales,NSW,Sydney,Elanora Heights,2101,1257500,-33.695015,151.280156,6,2017
Australia,New South Wales,NSW,Sydney,Elcombe,2404,0,-29.853824,150.514282,6,2017
Australia,New South Wales,NSW,Sydney,Elderslie,2452.5,1132750,,,12,4034
Australia,New South Wales,NSW,Sydney,Eleebana,2282,650000,,,6,2017
Australia,New South Wales,NSW,Sydney,Elermore Vale,2287,510000,,,6,2017
Australia,New South Wales,NSW,Sydney,Elizabeth Bay,2011,0,-33.872829,151.226593,0,0
Australia,New South Wales,NSW,Sydney,Elizabeth Beach,2428,425500,-32.333509,152.530117,6,2017
Australia,New South Wales,NSW,Sydney,Ellalong,2325,342000,,,6,2017
Australia,New South Wales,NSW,Sydney,Elland,2460,321000,,,6,2017
Australia,New South Wales,NSW,Sydney,Ellangowan,2470,265000,-29.049762,153.039519,6,2017
Australia,New South Wales,NSW,Sydney,Ellenborough,2446,473000,-31.444561,152.456673,6,2017
Australia,New South Wales,NSW,Sydney,Ellerslie,2729,0,-35.301601,147.938272,6,2017
Australia,New South Wales,NSW,Sydney,Ellerston,2337,318000,,,6,2017
Australia,New South Wales,NSW,Sydney,Ellis Lane,2570,737750,,,6,2017
Australia,New South Wales,NSW,Sydney,Elong Elong,2831,0,-32.116012,149.026202,6,2017
Australia,New South Wales,NSW,Sydney,Elrington,2325,342000,,,6,2017
Australia,New South Wales,NSW,Sydney,Elsmore,2360,251000,-29.803303,151.270899,6,2017
Australia,New South Wales,NSW,Sydney,Eltham,2480,389000,-28.754287,153.409529,6,2017
Australia,New South Wales,NSW,Sydney,Elvina Bay,2105,0,-33.642011,151.276109,6,2017
Australia,New South Wales,NSW,Sydney,Emerald Beach,2456,507500,-30.166597,153.182459,6,2017
Australia,New South Wales,NSW,Sydney,Emerald Hill,2380,353000,-30.868526,150.114688,6,2017
Australia,New South Wales,NSW,Sydney,Emerton,2770,532500,-33.742855,150.808263,6,2017
Australia,New South Wales,NSW,Sydney,Emmaville,2371,0,-29.443987,151.598632,6,2017
Australia,New South Wales,NSW,Sydney,Empire Bay,2257,730000,,,6,2017
Australia,New South Wales,NSW,Sydney,Empire Vale,2478,577500,-28.915582,153.503369,6,2017
Australia,New South Wales,NSW,Sydney,Emu Heights,2750,667000,-33.735636,150.650321,6,2017
Australia,New South Wales,NSW,Sydney,Emu Plains,2750,667000,-33.754097,150.653269,6,2017
Australia,New South Wales,NSW,Sydney,Emu Swamp,2800,372500,-33.32574,149.200205,6,2017
Australia,New South Wales,NSW,Sydney,Endrick,2622,555000,-35.12857,150.11099,6,2017
Australia,New South Wales,NSW,Sydney,Enfield,2136,727500,-33.886854,151.092425,6,2017
Australia,New South Wales,NSW,Sydney,Enfield South,2133,1178000,-33.895575,151.093456,6,2017
Australia,New South Wales,NSW,Sydney,Engadine,2233,1020000,-34.065716,151.012663,6,2017
Australia,New South Wales,NSW,Sydney,Englorie Park,2560,593000,-34.082052,150.795131,6,2017
Australia,New South Wales,NSW,Sydney,Enmore,2225,1833750,-32.3104515,151.4513585,18,6051
Australia,New South Wales,NSW,Sydney,Enngonia,2840,0,-29.318123,145.84617,6,2017
Australia,New South Wales,NSW,Sydney,Environa,2620,450000,-35.399692,149.173518,6,2017
Australia,New South Wales,NSW,Sydney,Epping,1984.5,990000,-33.78029633333333,151.1052523333333,6,2017
Australia,New South Wales,NSW,Sydney,Eraring,2264,580000,,,6,2017
Australia,New South Wales,NSW,Sydney,Eremerang,2877,132500,-32.531644,146.308629,6,2017
Australia,New South Wales,NSW,Sydney,Erigolia,2669,0,-33.856208,146.353487,6,2017
Australia,New South Wales,NSW,Sydney,Erin Vale,2663,230000,-34.650984,147.541882,6,2017
Australia,New South Wales,NSW,Sydney,Erina,2250,620000,,,6,2017
Australia,New South Wales,NSW,Sydney,Erina Fair,2250,620000,,,6,2017
Australia,New South Wales,NSW,Sydney,Erina Heights,2260,850000,,,6,2017
Australia,New South Wales,NSW,Sydney,Ermington,2011.5,1260000,-33.8822215,151.1307385,6,2017
Australia,New South Wales,NSW,Sydney,Erowal Bay,2540,520000,-35.102436,150.653639,6,2017
Australia,New South Wales,NSW,Sydney,Errowanbang,2791,0,-33.545345,149.051172,0,0
Australia,New South Wales,NSW,Sydney,Erskine,2830,340000,-32.158033,148.851873,6,2017
Australia,New South Wales,NSW,Sydney,Erskine Park,2759,722000,-33.807618,150.789313,6,2017
Australia,New South Wales,NSW,Sydney,Erskineville,2043,1080000,-33.902234,151.186192,6,2017
Australia,New South Wales,NSW,Sydney,Erudgere,2850,369000,-32.553682,149.493111,6,2017
Australia,New South Wales,NSW,Sydney,Eschol,2830,340000,-32.327836,148.64488,6,2017
Australia,New South Wales,NSW,Sydney,Eschol Park,2558,612500,-34.031357,150.80968,6,2017
Australia,New South Wales,NSW,Sydney,Esk,2472,0,-29.2468,153.359875,6,2017
Australia,New South Wales,NSW,Sydney,Essington,2795,407500,-33.707264,149.688616,6,2017
Australia,New South Wales,NSW,Sydney,Estella,2650,344500,,,6,2017
Australia,New South Wales,NSW,Sydney,Ettalong Beach,2257,730000,,,6,2017
Australia,New South Wales,NSW,Sydney,Ettamogah,2640,335000,,,6,2017
Australia,New South Wales,NSW,Sydney,Ettrema,2540,520000,-34.831645,150.309906,6,2017
Australia,New South Wales,NSW,Sydney,Ettrick,2474,329000,-28.665037,152.921436,6,2017
Australia,New South Wales,NSW,Sydney,Euabalong,2877,132500,-33.112515,146.472715,6,2017
Australia,New South Wales,NSW,Sydney,Euabalong West,2877,132500,-33.055677,146.393986,6,2017
Australia,New South Wales,NSW,Sydney,Euberta,2650,344500,,,6,2017
Australia,New South Wales,NSW,Sydney,Euchareena,2866,335000,-32.939006,149.067204,6,2017
Australia,New South Wales,NSW,Sydney,Eucumbene,2628,0,-36.140581,148.634191,6,2017
Australia,New South Wales,NSW,Sydney,Eucumbene Cove,2628,0,-36.226853,148.672685,6,2017
Australia,New South Wales,NSW,Sydney,Eugowra,2806,0,-33.427107,148.37165,6,2017
Australia,New South Wales,NSW,Sydney,Eulah Creek,2390,320000,-30.336194,149.984659,6,2017
Australia,New South Wales,NSW,Sydney,Eulimore,2806,0,-33.360225,148.437246,6,2017
Australia,New South Wales,NSW,Sydney,Eulomogo,2830,340000,-32.277813,148.670297,6,2017
Australia,New South Wales,NSW,Sydney,Eumungerie,2831,0,-31.951112,148.626363,6,2017
Australia,New South Wales,NSW,Sydney,Eungai Creek,2441,385000,-30.831585,152.881694,6,2017
Australia,New South Wales,NSW,Sydney,Eungai Rail,2441,385000,-30.846274,152.900574,6,2017
Australia,New South Wales,NSW,Sydney,Eungella,2484,515000,-28.353761,153.311519,6,2017
Australia,New South Wales,NSW,Sydney,Eureka,2480,389000,-28.683763,153.438375,6,2017
Australia,New South Wales,NSW,Sydney,Eurimbla,2867,0,-33.918741,151.236993,0,0
Australia,New South Wales,NSW,Sydney,Eurobodalla,2545,0,-36.141108,149.979087,6,2017
Australia,New South Wales,NSW,Sydney,Euroka,2440,329000,-31.079521,152.796699,6,2017
Australia,New South Wales,NSW,Sydney,Euroley,2700,196000,-34.639124,146.374247,6,2017
Australia,New South Wales,NSW,Sydney,Eurongilly,2663,230000,-34.944956,147.767675,6,2017
Australia,New South Wales,NSW,Sydney,Eurunderee,2850,369000,-32.52605,149.608821,6,2017
Australia,New South Wales,NSW,Sydney,Euston,2737,0,-34.574977,142.745126,6,2017
Australia,New South Wales,NSW,Sydney,Evans Head,2473,430000,-29.11568,153.429065,6,2017
Australia,New South Wales,NSW,Sydney,Evans Plains,2795,407500,-33.438124,149.500376,6,2017
Australia,New South Wales,NSW,Sydney,Eveleigh,1722,0,-33.8936535,151.1953095,0,0
Australia,New South Wales,NSW,Sydney,Eviron,2484,515000,-28.31156,153.495268,6,2017
Australia,New South Wales,NSW,Sydney,Ewingar,2469,255000,-29.070595,152.537304,6,2017
Australia,New South Wales,NSW,Sydney,Ewingsdale,2481,975000,-28.637032,153.557753,6,2017
Australia,New South Wales,NSW,Sydney,Exeter,2579,640000,-34.613161,150.317392,6,2017
Australia,New South Wales,NSW,Sydney,Failford,2430,397000,-32.091921,152.454662,6,2017
Australia,New South Wales,NSW,Sydney,Fairfield,2088.5,730000,-33.859493,150.95831800000002,6,2017
Australia,New South Wales,NSW,Sydney,Fairfield East,2165,730000,-33.869449,150.977528,6,2017
Australia,New South Wales,NSW,Sydney,Fairfield Heights,2165,730000,-33.864603,150.938451,6,2017
Australia,New South Wales,NSW,Sydney,Fairfield West,2165,730000,-33.868955,150.922057,6,2017
Australia,New South Wales,NSW,Sydney,Fairholme,2871,254000,-33.276639,147.360344,6,2017
Australia,New South Wales,NSW,Sydney,Fairlight,2094,1413000,-33.794163,151.273978,6,2017
Australia,New South Wales,NSW,Sydney,Fairy Hill,2470,265000,-28.762953,152.986613,6,2017
Australia,New South Wales,NSW,Sydney,Fairy Meadow,2519,842000,,,6,2017
Australia,New South Wales,NSW,Sydney,Faithfull,2700,196000,-35.039829,146.675303,6,2017
Australia,New South Wales,NSW,Sydney,Falbrook,2330,397500,,,6,2017
Australia,New South Wales,NSW,Sydney,Falconer,2365,0,-30.200115,151.720844,6,2017
Australia,New South Wales,NSW,Sydney,Falls Creek,2540,520000,-34.968232,150.596929,6,2017
Australia,New South Wales,NSW,Sydney,Far Meadow,2535,657500,-34.822063,150.720449,6,2017
Australia,New South Wales,NSW,Sydney,Fargunyah,2656,0,-35.139998,146.7186,6,2017
Australia,New South Wales,NSW,Sydney,Farley,2320,415000,,,6,2017
Australia,New South Wales,NSW,Sydney,Farmborough Heights,2526,680000,,,6,2017
Australia,New South Wales,NSW,Sydney,Farnham,2820,180000,-32.83936,149.086437,6,2017
Australia,New South Wales,NSW,Sydney,Farrants Hill,2484,515000,-28.316723,153.485658,6,2017
Australia,New South Wales,NSW,Sydney,Farringdon,2622,555000,-35.50848,149.666101,6,2017
Australia,New South Wales,NSW,Sydney,Fassifern,2283,515500,,,6,2017
Australia,New South Wales,NSW,Sydney,Faulconbridge,2776,730000,-33.696505,150.534998,6,2017
Australia,New South Wales,NSW,Sydney,Faulkland,2422,340560,-32.062122,151.877539,6,2017
Australia,New South Wales,NSW,Sydney,Fawcetts Plain,2474,329000,-28.575884,153.016604,6,2017
Australia,New South Wales,NSW,Sydney,Fennell Bay,2283,515500,,,6,2017
Australia,New South Wales,NSW,Sydney,Fern Bay,2295,750000,,,6,2017
Australia,New South Wales,NSW,Sydney,Fern Gully,2330,397500,,,6,2017
Australia,New South Wales,NSW,Sydney,Fernances,2775,0,-33.201482,150.995227,6,2017
Australia,New South Wales,NSW,Sydney,Fernbank Creek,2444,515000,,,6,2017
Australia,New South Wales,NSW,Sydney,Fernbrook,2453,382500,-30.365422,152.590166,6,2017
Australia,New South Wales,NSW,Sydney,Fernhill,2519,842000,,,6,2017
Australia,New South Wales,NSW,Sydney,Fernleigh,2479,1000000,-28.760333,153.497652,6,2017
Australia,New South Wales,NSW,Sydney,Fernmount,2454,630000,-30.468067,152.959265,6,2017
Australia,New South Wales,NSW,Sydney,Fernside,2480,389000,-28.796267,153.166868,6,2017
Australia,New South Wales,NSW,Sydney,Fernvale,2484,515000,-28.370325,153.436264,6,2017
Australia,New South Wales,NSW,Sydney,Ferodale,2318,555000,-32.737609,151.841618,6,2017
Australia,New South Wales,NSW,Sydney,Fiddletown,2159,1800000,-33.602321,151.055702,6,2017
Australia,New South Wales,NSW,Sydney,Fifield,2875,0,-32.807977,147.458805,6,2017
Australia,New South Wales,NSW,Sydney,Figtree,2525,750000,,,6,2017
Australia,New South Wales,NSW,Sydney,Findon Creek,2474,329000,-28.371921,152.882714,6,2017
Australia,New South Wales,NSW,Sydney,Fine Flower,2460,321000,,,6,2017
Australia,New South Wales,NSW,Sydney,Fingal Bay,2315,576250,-32.748113,152.170141,6,2017
Australia,New South Wales,NSW,Sydney,Fingal Head,2487,580000,-28.204156,153.565709,6,2017
Australia,New South Wales,NSW,Sydney,Finley,2713,0,-35.645434,145.575436,6,2017
Australia,New South Wales,NSW,Sydney,Firefly,2429,320000,-32.082569,152.244923,6,2017
Australia,New South Wales,NSW,Sydney,Fishermans Bay,2316,515000,-32.788423,152.090407,6,2017
Australia,New South Wales,NSW,Sydney,Fishermans Paradise,2539,584600,-35.229709,150.448704,6,2017
Australia,New South Wales,NSW,Sydney,Fishermans Reach,2441,385000,-30.851981,152.996244,6,2017
Australia,New South Wales,NSW,Sydney,Fishers Hill,2421,0,-32.507287,151.532802,6,2017
Australia,New South Wales,NSW,Sydney,Fishing Point,2283,515500,,,6,2017
Australia,New South Wales,NSW,Sydney,Fitzgeralds Mount,2799,252500,-33.499865,149.377023,6,2017
Australia,New South Wales,NSW,Sydney,Fitzgeralds Valley,2795,407500,-33.526441,149.39537,6,2017
Australia,New South Wales,NSW,Sydney,Fitzroy Falls,2577,753000,-34.640976,150.478478,6,2017
Australia,New South Wales,NSW,Sydney,Five Dock,2046,1365000,-33.866368,151.130136,6,2017
Australia,New South Wales,NSW,Sydney,Five Ways,2825,0,-32.117497,147.035919,6,2017
Australia,New South Wales,NSW,Sydney,Flat Tops,2420,367500,-32.461896,151.812104,6,2017
Australia,New South Wales,NSW,Sydney,Fletcher,2287,510000,,,6,2017
Australia,New South Wales,NSW,Sydney,Flinders,2529,700000,,,6,2017
Australia,New South Wales,NSW,Sydney,Floraville,2280,580000,,,6,2017
Australia,New South Wales,NSW,Sydney,Flyers Creek,2798,0,-33.510818,149.044072,6,2017
Australia,New South Wales,NSW,Sydney,Flynns Beach,2444,515000,,,6,2017
Australia,New South Wales,NSW,Sydney,Forbes,2871,254000,-33.385343,148.007905,6,2017
Australia,New South Wales,NSW,Sydney,Forbes Creek,2621,645000,-35.427761,149.494574,6,2017
Australia,New South Wales,NSW,Sydney,Forbes River,2446,473000,-31.29358,152.321905,6,2017
Australia,New South Wales,NSW,Sydney,Forbesdale,2422,340560,-32.077564,151.936002,6,2017
Australia,New South Wales,NSW,Sydney,Fords Bridge,2840,0,-29.752523,145.424979,6,2017
Australia,New South Wales,NSW,Sydney,Fordwich,2330,397500,,,6,2017
Australia,New South Wales,NSW,Sydney,Forest Glen,2157,0,-33.549519,151.012846,6,2017
Australia,New South Wales,NSW,Sydney,Forest Grove,2795,407500,-33.378077,149.658372,6,2017
Australia,New South Wales,NSW,Sydney,Forest Hill,2651,345000,,,6,2017
Australia,New South Wales,NSW,Sydney,Forest Lodge,2037,1433750,-33.881215,151.181127,6,2017
